"Year","Site_code","Location","Sample_location","Mesh","Leaf","Person","Rep","Days","T_mu","DD","Initial_AFDM","Final_AFDM","k_ml","k_day_ml","k_dd_ml"
2013,"NIE","US1","2_U1","coarse","oak","P",5,36,7.71111111111111,277.6,3.52,2.59,0.306803113898559,0.00852230871940443,0.00110519853709856
2013,"NIE","US1","2_U1","coarse","oak","U",6,36,7.71111111111111,277.6,3.52,2.35,0.404045661453938,0.0112234905959427,0.00145549589860929
2013,"NIE","US2","1_U2","coarse","oak","S",1,36,7.73888888888889,278.6,3.52,2.81,0.225276506264351,0.00625768072956531,0.000808601960747851
2013,"NIE","US2","1_U2","coarse","oak","P",2,36,7.73888888888889,278.6,3.52,2.64,0.287682072451781,0.00799116867921614,0.00103259896788148
2013,"NIE","US2","1_U2","coarse","oak","P",3,36,7.73888888888889,278.6,3.52,2.57,0.314555090702877,0.00873764140841326,0.00112905631982368
2013,"NIE","US2","1_U2","coarse","oak","S",4,36,7.73888888888889,278.6,3.52,2.42,0.374693449441411,0.0104081513733725,0.0013449154682032
2013,"NIE","US2","1_U2","coarse","oak","S",5,36,7.73888888888889,278.6,3.52,2.83,0.218184277954859,0.00606067438763499,0.000783145290577385
2013,"NIE","US2","1_U2","coarse","oak","U",6,36,7.73888888888889,278.6,3.52,2.73,0.254159380413138,0.00705998278925382,0.000912273440104586
2013,"ROM","DS","3_D","coarse","oak","S",1,35,5.95428571428571,208.4,3.52,3.07,0.1367834280109,0.00390809794316857,0.000656350422317178
2013,"ROM","DS","3_D","coarse","oak","P",2,35,5.95428571428571,208.4,3.52,2.92,0.186877373329815,0.00533935352370901,0.000896724440162262
2013,"ROM","DS","3_D","coarse","oak","P",3,35,5.95428571428571,208.4,3.52,2.84,0.214656937436891,0.00613305535533975,0.0010300236921156
2013,"ROM","DS","3_D","coarse","oak","P",5,35,5.95428571428571,208.4,3.52,3.09,0.130289898700352,0.00372256853429576,0.000625191452496889
2013,"ROM","DS","3_D","coarse","oak","U",6,35,5.95428571428571,208.4,3.52,2.85,0.211141995329447,0.00603262843798419,0.00101315736722383
2013,"ROM","DS","3_D","coarse","oak","P",4,35,5.95428571428571,208.4,3.52,2.96,0.173271721274037,0.00495062060782962,0.000831438201890771
2013,"ROM","US1","2_U1","coarse","oak","U",4,35,5.4,189,3.52,3.01,0.156520910849221,0.00447202602426346,0.000828152967456197
2013,"ROM","US1","2_U1","coarse","oak","S",1,35,5.4,189,3.52,2.99,0.163187602207411,0.00466250292021173,0.000863426466705876
